GO ID	GO term	Organism	Proteome File
GO:0033627	cell adhesion mediated by integrin	D. rerio	UP000000437_7955
GO:0033674	positive regulation of kinase activity	D. rerio	UP000000437_7955
GO:0034220	ion transmembrane transport	D. rerio	UP000000437_7955
GO:0034765	regulation of ion transmembrane transport	D. rerio	UP000000437_7955
GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	D. rerio	UP000000437_7955
GO:0035091	phosphatidylinositol binding	D. rerio	UP000000437_7955
GO:0035195	gene silencing by miRNA	D. rerio	UP000000437_7955
GO:0035235	ionotropic glutamate receptor signaling pathway	D. rerio	UP000000437_7955
GO:0035556	intracellular signal transduction	D. rerio	UP000000437_7955
GO:0035725	sodium ion transmembrane transport	D. rerio	UP000000437_7955
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	D. rerio	UP000000437_7955
GO:0038023	signaling receptor activity	D. rerio	UP000000437_7955
GO:0042221	response to chemical	D. rerio	UP000000437_7955
GO:0042391	regulation of membrane potential	D. rerio	UP000000437_7955
GO:0042393	histone binding	D. rerio	UP000000437_7955
GO:0042626	ATPase-coupled transmembrane transporter activity	D. rerio	UP000000437_7955
GO:0042800	histone methyltransferase activity (H3-K4 specific)	D. rerio	UP000000437_7955
GO:0043087	regulation of GTPase activity	D. rerio	UP000000437_7955
GO:0043171	peptide catabolic process	D. rerio	UP000000437_7955
GO:0043197	dendritic spine	D. rerio	UP000000437_7955
GO:0043231	intracellular membrane-bounded organelle	D. rerio	UP000000437_7955
GO:0043235	receptor complex	D. rerio	UP000000437_7955
GO:0045104	intermediate filament cytoskeleton organization	D. rerio	UP000000437_7955
GO:0045202	synapse	D. rerio	UP000000437_7955
GO:0045211	postsynaptic membrane	D. rerio	UP000000437_7955
GO:0045296	cadherin binding	D. rerio	UP000000437_7955
GO:0045332	phospholipid translocation	D. rerio	UP000000437_7955
GO:0045499	chemorepellent activity	D. rerio	UP000000437_7955
GO:0045735	nutrient reservoir activity	D. rerio	UP000000437_7955
GO:0045892	negative regulation of transcription, DNA-templated	D. rerio	UP000000437_7955
GO:0045944	positive regulation of transcription by RNA polymerase II	D. rerio	UP000000437_7955
GO:0046872	metal ion binding	D. rerio	UP000000437_7955
GO:0048015	phosphatidylinositol-mediated signaling	D. rerio	UP000000437_7955
GO:0048513	animal organ development	D. rerio	UP000000437_7955
GO:0048675	axon extension	D. rerio	UP000000437_7955
GO:0048731	system development	D. rerio	UP000000437_7955
GO:0048843	negative regulation of axon extension involved in axon guidance	D. rerio	UP000000437_7955
GO:0048856	anatomical structure development	D. rerio	UP000000437_7955
GO:0050772	positive regulation of axonogenesis	D. rerio	UP000000437_7955
GO:0050790	regulation of catalytic activity	D. rerio	UP000000437_7955
GO:0050801	ion homeostasis	D. rerio	UP000000437_7955
GO:0050839	cell adhesion molecule binding	D. rerio	UP000000437_7955
GO:0050919	negative chemotaxis	D. rerio	UP000000437_7955
GO:0050982	detection of mechanical stimulus	D. rerio	UP000000437_7955
GO:0051015	actin filament binding	D. rerio	UP000000437_7955
GO:0051056	regulation of small GTPase mediated signal transduction	D. rerio	UP000000437_7955
GO:0051209	release of sequestered calcium ion into cytosol	D. rerio	UP000000437_7955
GO:0051897	positive regulation of protein kinase B signaling	D. rerio	UP000000437_7955
GO:0051966	regulation of synaptic transmission, glutamatergic	D. rerio	UP000000437_7955
GO:0052742	phosphatidylinositol kinase activity	D. rerio	UP000000437_7955
GO:0055085	transmembrane transport	D. rerio	UP000000437_7955
GO:0060079	excitatory postsynaptic potential	D. rerio	UP000000437_7955
GO:0060291	long-term synaptic potentiation	D. rerio	UP000000437_7955
GO:0060429	epithelium development	D. rerio	UP000000437_7955
GO:0062023	collagen-containing extracellular matrix	D. rerio	UP000000437_7955
GO:0070006	metalloaminopeptidase activity	D. rerio	UP000000437_7955
GO:0070588	calcium ion transmembrane transport	D. rerio	UP000000437_7955
GO:0070679	inositol 1,4,5 trisphosphate binding	D. rerio	UP000000437_7955
GO:0071526	semaphorin-plexin signaling pathway	D. rerio	UP000000437_7955
GO:0071805	potassium ion transmembrane transport	D. rerio	UP000000437_7955
GO:0086010	membrane depolarization during action potential	D. rerio	UP000000437_7955
GO:0090630	activation of GTPase activity	D. rerio	UP000000437_7955
GO:0098609	cell-cell adhesion	D. rerio	UP000000437_7955
GO:0098655	cation transmembrane transport	D. rerio	UP000000437_7955
GO:0098656	anion transmembrane transport	D. rerio	UP000000437_7955
GO:0098703	calcium ion import across plasma membrane	D. rerio	UP000000437_7955
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	D. rerio	UP000000437_7955
GO:0106310	protein serine kinase activity	D. rerio	UP000000437_7955
GO:0110165	cellular anatomical entity	D. rerio	UP000000437_7955
GO:0140326	ATPase-coupled intramembrane lipid transporter activity	D. rerio	UP000000437_7955
GO:0140359	ABC-type transporter activity	D. rerio	UP000000437_7955
GO:0140658	ATP-dependent chromatin remodeler activity	D. rerio	UP000000437_7955
GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	D. rerio	UP000000437_7955
GO:1902476	chloride transmembrane transport	D. rerio	UP000000437_7955
GO:2000112	regulation of cellular macromolecule biosynthetic process	D. rerio	UP000000437_7955
GO:0000146	microfilament motor activity	D. discoideum	UP000002195_44689
GO:0000151	ubiquitin ligase complex	D. discoideum	UP000002195_44689
GO:0000155	phosphorelay sensor kinase activity	D. discoideum	UP000002195_44689
GO:0000160	phosphorelay signal transduction system	D. discoideum	UP000002195_44689
GO:0000976	transcription cis-regulatory region binding	D. discoideum	UP000002195_44689
GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	D. discoideum	UP000002195_44689
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	D. discoideum	UP000002195_44689
GO:0001147	transcription termination site sequence-specific DNA binding	D. discoideum	UP000002195_44689
GO:0003677	DNA binding	D. discoideum	UP000002195_44689
GO:0003700	DNA-binding transcription factor activity	D. discoideum	UP000002195_44689
GO:0003723	RNA binding	D. discoideum	UP000002195_44689
GO:0003724	RNA helicase activity	D. discoideum	UP000002195_44689
GO:0003729	mRNA binding	D. discoideum	UP000002195_44689
GO:0003777	microtubule motor activity	D. discoideum	UP000002195_44689
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	D. discoideum	UP000002195_44689
GO:0004386	helicase activity	D. discoideum	UP000002195_44689
GO:0004672	protein kinase activity	D. discoideum	UP000002195_44689
GO:0004674	protein serine/threonine kinase activity	D. discoideum	UP000002195_44689
GO:0004712	protein serine/threonine/tyrosine kinase activity	D. discoideum	UP000002195_44689
GO:0004713	protein tyrosine kinase activity	D. discoideum	UP000002195_44689
GO:0004842	ubiquitin-protein transferase activity	D. discoideum	UP000002195_44689
GO:0005085	guanyl-nucleotide exchange factor activity	D. discoideum	UP000002195_44689
GO:0005096	GTPase activator activity	D. discoideum	UP000002195_44689
GO:0005319	lipid transporter activity	D. discoideum	UP000002195_44689
GO:0005515	protein binding	D. discoideum	UP000002195_44689
GO:0005522	profilin binding	D. discoideum	UP000002195_44689
GO:0005524	ATP binding	D. discoideum	UP000002195_44689
GO:0005634	nucleus	D. discoideum	UP000002195_44689
GO:0005737	cytoplasm	D. discoideum	UP000002195_44689
GO:0005813	centrosome	D. discoideum	UP000002195_44689
GO:0005829	cytosol	D. discoideum	UP000002195_44689
GO:0005874	microtubule	D. discoideum	UP000002195_44689
GO:0005886	plasma membrane	D. discoideum	UP000002195_44689
GO:0005887	integral component of plasma membrane	D. discoideum	UP000002195_44689
GO:0005942	phosphatidylinositol 3-kinase complex	D. discoideum	UP000002195_44689
GO:0006281	DNA repair	D. discoideum	UP000002195_44689
GO:0006302	double-strand break repair	D. discoideum	UP000002195_44689
GO:0006338	chromatin remodeling	D. discoideum	UP000002195_44689
GO:0006355	regulation of transcription, DNA-templated	D. discoideum	UP000002195_44689
GO:0006357	regulation of transcription by RNA polymerase II	D. discoideum	UP000002195_44689
GO:0006364	rRNA processing	D. discoideum	UP000002195_44689
GO:0006468	protein phosphorylation	D. discoideum	UP000002195_44689
GO:0006508	proteolysis	D. discoideum	UP000002195_44689
GO:0006633	fatty acid biosynthetic process	D. discoideum	UP000002195_44689
GO:0006935	chemotaxis	D. discoideum	UP000002195_44689
GO:0007165	signal transduction	D. discoideum	UP000002195_44689
GO:0008017	microtubule binding	D. discoideum	UP000002195_44689
GO:0008270	zinc ion binding	D. discoideum	UP000002195_44689
GO:0010468	regulation of gene expression	D. discoideum	UP000002195_44689
GO:0010628	positive regulation of gene expression	D. discoideum	UP000002195_44689
GO:0016020	membrane	D. discoideum	UP000002195_44689
GO:0016021	integral component of membrane	D. discoideum	UP000002195_44689
GO:0016477	cell migration	D. discoideum	UP000002195_44689
GO:0016567	protein ubiquitination	D. discoideum	UP000002195_44689
GO:0016887	ATP hydrolysis activity	D. discoideum	UP000002195_44689
GO:0017056	structural constituent of nuclear pore	D. discoideum	UP000002195_44689
GO:0018105	peptidyl-serine phosphorylation	D. discoideum	UP000002195_44689
GO:0018106	peptidyl-histidine phosphorylation	D. discoideum	UP000002195_44689
GO:0019953	sexual reproduction	D. discoideum	UP000002195_44689
GO:0030050	vesicle transport along actin filament	D. discoideum	UP000002195_44689
GO:0030587	sorocarp development	D. discoideum	UP000002195_44689
GO:0031152	aggregation involved in sorocarp development	D. discoideum	UP000002195_44689
GO:0031252	cell leading edge	D. discoideum	UP000002195_44689
GO:0031267	small GTPase binding	D. discoideum	UP000002195_44689
GO:0031288	sorocarp morphogenesis	D. discoideum	UP000002195_44689
GO:0031589	cell-substrate adhesion	D. discoideum	UP000002195_44689
GO:0032508	DNA duplex unwinding	D. discoideum	UP000002195_44689
GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation	D. discoideum	UP000002195_44689
GO:0035556	intracellular signal transduction	D. discoideum	UP000002195_44689
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	D. discoideum	UP000002195_44689
GO:0042393	histone binding	D. discoideum	UP000002195_44689
GO:0042626	ATPase-coupled transmembrane transporter activity	D. discoideum	UP000002195_44689
GO:0043087	regulation of GTPase activity	D. discoideum	UP000002195_44689
GO:0043327	chemotaxis to cAMP	D. discoideum	UP000002195_44689
GO:0043547	positive regulation of GTPase activity	D. discoideum	UP000002195_44689
GO:0046854	phosphatidylinositol phosphate biosynthetic process	D. discoideum	UP000002195_44689
GO:0046856	phosphatidylinositol dephosphorylation	D. discoideum	UP000002195_44689
GO:0046872	metal ion binding	D. discoideum	UP000002195_44689
GO:0048015	phosphatidylinositol-mediated signaling	D. discoideum	UP000002195_44689
GO:0048312	intracellular distribution of mitochondria	D. discoideum	UP000002195_44689
GO:0048870	cell motility	D. discoideum	UP000002195_44689
GO:0050790	regulation of catalytic activity	D. discoideum	UP000002195_44689
GO:0050920	regulation of chemotaxis	D. discoideum	UP000002195_44689
GO:0052742	phosphatidylinositol kinase activity	D. discoideum	UP000002195_44689
GO:0055085	transmembrane transport	D. discoideum	UP000002195_44689
GO:0061630	ubiquitin protein ligase activity	D. discoideum	UP000002195_44689
GO:0090630	activation of GTPase activity	D. discoideum	UP000002195_44689
GO:0106310	protein serine kinase activity	D. discoideum	UP000002195_44689
GO:0140326	ATPase-coupled intramembrane lipid transporter activity	D. discoideum	UP000002195_44689
GO:0140359	ABC-type transporter activity	D. discoideum	UP000002195_44689
GO:0140658	ATP-dependent chromatin remodeler activity	D. discoideum	UP000002195_44689
GO:1903013	response to differentiation-inducing factor 1	D. discoideum	UP000002195_44689
GO:2000249	regulation of actin cytoskeleton reorganization	D. discoideum	UP000002195_44689
GO:0000122	negative regulation of transcription by RNA polymerase II	D. melanogaster	UP000000803_7227
GO:0000146	microfilament motor activity	D. melanogaster	UP000000803_7227
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	D. melanogaster	UP000000803_7227
GO:0000226	microtubule cytoskeleton organization	D. melanogaster	UP000000803_7227
GO:0000278	mitotic cell cycle	D. melanogaster	UP000000803_7227
GO:0000791	euchromatin	D. melanogaster	UP000000803_7227
GO:0000922	spindle pole	D. melanogaster	UP000000803_7227
GO:0000976	transcription cis-regulatory region binding	D. melanogaster	UP000000803_7227
GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	D. melanogaster	UP000000803_7227
GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	D. melanogaster	UP000000803_7227
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	D. melanogaster	UP000000803_7227
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	D. melanogaster	UP000000803_7227
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	D. melanogaster	UP000000803_7227
GO:0001745	compound eye morphogenesis	D. melanogaster	UP000000803_7227
GO:0001751	compound eye photoreceptor cell differentiation	D. melanogaster	UP000000803_7227
GO:0003341	cilium movement	D. melanogaster	UP000000803_7227
GO:0003677	DNA binding	D. melanogaster	UP000000803_7227
GO:0003678	DNA helicase activity	D. melanogaster	UP000000803_7227
GO:0003682	chromatin binding	D. melanogaster	UP000000803_7227
GO:0003700	DNA-binding transcription factor activity	D. melanogaster	UP000000803_7227
GO:0003714	transcription corepressor activity	D. melanogaster	UP000000803_7227
GO:0003723	RNA binding	D. melanogaster	UP000000803_7227
GO:0003724	RNA helicase activity	D. melanogaster	UP000000803_7227
GO:0003777	microtubule motor activity	D. melanogaster	UP000000803_7227
GO:0003779	actin binding	D. melanogaster	UP000000803_7227
GO:0004016	adenylate cyclase activity	D. melanogaster	UP000000803_7227
GO:0004222	metalloendopeptidase activity	D. melanogaster	UP000000803_7227
GO:0004386	helicase activity	D. melanogaster	UP000000803_7227
GO:0004672	protein kinase activity	D. melanogaster	UP000000803_7227
GO:0004674	protein serine/threonine kinase activity	D. melanogaster	UP000000803_7227
GO:0004712	protein serine/threonine/tyrosine kinase activity	D. melanogaster	UP000000803_7227
GO:0004713	protein tyrosine kinase activity	D. melanogaster	UP000000803_7227
GO:0004714	transmembrane receptor protein tyrosine kinase activity	D. melanogaster	UP000000803_7227
GO:0004930	G protein-coupled receptor activity	D. melanogaster	UP000000803_7227
GO:0005085	guanyl-nucleotide exchange factor activity	D. melanogaster	UP000000803_7227
GO:0005096	GTPase activator activity	D. melanogaster	UP000000803_7227
GO:0005178	integrin binding	D. melanogaster	UP000000803_7227
GO:0005201	extracellular matrix structural constituent	D. melanogaster	UP000000803_7227
GO:0005261	cation channel activity	D. melanogaster	UP000000803_7227
GO:0005319	lipid transporter activity	D. melanogaster	UP000000803_7227
GO:0005506	iron ion binding	D. melanogaster	UP000000803_7227
GO:0005509	calcium ion binding	D. melanogaster	UP000000803_7227
GO:0005515	protein binding	D. melanogaster	UP000000803_7227
GO:0005516	calmodulin binding	D. melanogaster	UP000000803_7227
GO:0005524	ATP binding	D. melanogaster	UP000000803_7227
GO:0005543	phospholipid binding	D. melanogaster	UP000000803_7227
GO:0005604	basement membrane	D. melanogaster	UP000000803_7227
GO:0005634	nucleus	D. melanogaster	UP000000803_7227
GO:0005635	nuclear envelope	D. melanogaster	UP000000803_7227
GO:0005643	nuclear pore	D. melanogaster	UP000000803_7227
GO:0005654	nucleoplasm	D. melanogaster	UP000000803_7227
GO:0005700	polytene chromosome	D. melanogaster	UP000000803_7227
GO:0005737	cytoplasm	D. melanogaster	UP000000803_7227
GO:0005769	early endosome	D. melanogaster	UP000000803_7227
GO:0005813	centrosome	D. melanogaster	UP000000803_7227
GO:0005814	centriole	D. melanogaster	UP000000803_7227
GO:0005819	spindle	D. melanogaster	UP000000803_7227
GO:0005829	cytosol	D. melanogaster	UP000000803_7227
GO:0005856	cytoskeleton	D. melanogaster	UP000000803_7227
GO:0005871	kinesin complex	D. melanogaster	UP000000803_7227
GO:0005874	microtubule	D. melanogaster	UP000000803_7227
GO:0005875	microtubule associated complex	D. melanogaster	UP000000803_7227
GO:0005886	plasma membrane	D. melanogaster	UP000000803_7227
GO:0005887	integral component of plasma membrane	D. melanogaster	UP000000803_7227
GO:0005911	cell-cell junction	D. melanogaster	UP000000803_7227
GO:0005912	adherens junction	D. melanogaster	UP000000803_7227
GO:0005929	cilium	D. melanogaster	UP000000803_7227
GO:0005930	axoneme	D. melanogaster	UP000000803_7227
GO:0005938	cell cortex	D. melanogaster	UP000000803_7227
